,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
6645,313,10818,3,0,910000.0,1,239,49,7.0,3013.0,3.0,3.0,2.0,197.0,109.0,2013.0,Maribyrnong,-37.8197,144.8875,6,6543.0
6646,313,4078,2,0,796000.0,3,104,49,7.0,3013.0,2.0,1.0,1.0,188.0,,,Maribyrnong,-37.8184,144.8809,6,6543.0
6647,313,6700,2,0,856000.0,1,85,49,7.0,3013.0,2.0,1.0,1.0,261.0,100.0,1880.0,Maribyrnong,-37.8157,144.887,6,6543.0
6648,313,9006,3,0,670000.0,4,239,49,7.0,3013.0,3.0,1.0,1.0,477.0,120.0,1960.0,Maribyrnong,-37.8186,144.8736,6,6543.0
6649,313,5987,4,0,706000.0,1,104,49,7.0,3013.0,2.0,1.0,0.0,165.0,93.0,1900.0,Maribyrnong,-37.819,144.895,6,6543.0
6650,313,1225,3,0,1050000.0,1,260,49,7.0,3013.0,2.0,2.0,1.0,462.0,132.0,1960.0,Maribyrnong,-37.8128,144.8695,6,6543.0
6651,313,771,2,2,410000.0,0,260,51,7.0,3013.0,2.0,0.0,0.0,0.0,,,Maribyrnong,-37.8129,144.8952,6,6543.0
6652,313,7522,4,0,1320000.0,3,239,52,7.0,3013.0,4.0,2.0,1.0,319.0,171.0,1915.0,Maribyrnong,-37.8197,144.8957,6,6543.0
6653,313,6296,3,0,1414000.0,1,104,53,7.0,3013.0,3.0,2.0,2.0,230.0,,1900.0,Maribyrnong,-37.8124,144.8875,6,6543.0
6654,313,9563,5,0,1815000.0,1,239,56,7.0,3013.0,5.0,2.0,2.0,644.0,172.0,1890.0,Maribyrnong,-37.8102,144.8857,6,6543.0
6655,313,4926,2,0,630000.0,0,104,56,7.0,3013.0,2.0,1.0,1.0,148.0,79.0,2003.0,Maribyrnong,-37.822,144.89,6,6543.0
6656,313,10266,4,0,1870000.0,1,222,56,7.0,3013.0,4.0,1.0,3.0,766.0,167.0,1968.0,Maribyrnong,-37.8126,144.8905,6,6543.0
6657,313,11213,4,0,1785000.0,1,239,1,7.0,3013.0,4.0,2.0,2.0,640.0,,,Maribyrnong,-37.8104,144.8867,6,6543.0
6658,313,6924,2,2,330000.0,4,104,1,7.0,3013.0,2.0,1.0,1.0,0.0,,1970.0,Maribyrnong,-37.8133,144.8865,6,6543.0
6659,313,9398,3,0,1930000.0,1,104,2,7.0,3013.0,3.0,1.0,4.0,902.0,129.0,1920.0,Maribyrnong,-37.8153,144.8796,6,6543.0
6660,313,3684,3,0,1035000.0,1,104,3,7.0,3013.0,3.0,1.0,2.0,289.0,,,Maribyrnong,-37.8143,144.8865,6,6543.0
6661,313,2110,1,2,510000.0,3,260,3,7.0,3013.0,1.0,1.0,2.0,0.0,83.0,2004.0,Maribyrnong,-37.8173,144.894,6,6543.0
6662,313,13145,2,2,381000.0,0,104,3,7.0,3013.0,2.0,1.0,1.0,0.0,65.0,1960.0,Maribyrnong,-37.8128,144.8953,6,6543.0
6663,313,1741,3,1,1040000.0,1,222,7,7.0,3013.0,2.0,2.0,0.0,352.0,152.0,2016.0,Maribyrnong,-37.8164,144.8869,6,6543.0
6664,313,10366,3,0,1419000.0,3,104,7,7.0,3013.0,3.0,1.0,2.0,270.0,,1920.0,Maribyrnong,-37.8148,144.8884,6,6543.0
6665,313,11360,3,0,1050000.0,1,239,7,7.0,3013.0,3.0,1.0,2.0,442.0,,1940.0,Maribyrnong,-37.8201,144.872,6,6543.0
6666,313,2110,1,0,470000.0,0,104,7,7.0,3013.0,1.0,1.0,2.0,0.0,83.0,2004.0,Maribyrnong,-37.8173,144.894,6,6543.0
6667,313,6454,3,0,850000.0,1,104,9,7.0,3013.0,3.0,1.0,1.0,444.0,,,Maribyrnong,-37.8193,144.8753,6,6543.0
6668,313,11864,2,2,501344.0,3,222,9,7.0,3013.0,2.0,1.0,1.0,0.0,72.0,1950.0,Maribyrnong,-37.8106,144.8957,6,6543.0
6669,313,13044,3,0,796000.0,1,85,10,7.0,3013.0,3.0,1.0,1.0,464.0,120.0,1960.0,Maribyrnong,-37.8151,144.8638,6,6543.0
6670,313,6232,3,0,1217500.0,0,85,12,7.0,3013.0,3.0,3.0,1.0,217.0,,2016.0,Maribyrnong,-37.8188,144.8884,6,6543.0
6671,313,4080,2,0,610000.0,3,104,12,7.0,3013.0,2.0,0.0,0.0,94.0,,,Maribyrnong,-37.815,144.8827,6,6543.0
6672,313,11385,3,0,1055000.0,1,260,13,7.0,3013.0,3.0,1.0,3.0,670.0,116.0,1940.0,Maribyrnong,-37.8134,144.8745,6,6543.0
6673,313,8710,3,1,620000.0,4,264,13,7.0,3013.0,3.0,3.0,1.0,0.0,141.0,2014.0,Maribyrnong,-37.8194,144.8826,6,6543.0
6674,313,1800,4,0,660000.0,0,222,13,7.0,3013.0,4.0,1.0,2.0,360.0,,1910.0,Maribyrnong,-37.8212,144.8887,6,6543.0
6675,313,7922,3,0,681000.0,1,222,13,7.0,3013.0,2.0,1.0,1.0,446.0,,,Maribyrnong,-37.8183,144.8666,6,6543.0
6676,313,10181,1,2,345000.0,1,263,13,7.0,3013.0,1.0,1.0,1.0,0.0,47.0,1970.0,Maribyrnong,-37.8111,144.887,6,6543.0
6677,313,6015,3,0,950000.0,3,239,13,7.0,3013.0,3.0,1.0,2.0,240.0,84.0,1880.0,Maribyrnong,-37.8202,144.8896,6,6543.0
6678,313,13019,3,0,955000.0,1,106,13,7.0,3013.0,3.0,1.0,1.0,202.0,,,Maribyrnong,-37.8196,144.8839,6,6543.0
6679,313,1582,2,0,822000.0,1,222,13,7.0,3013.0,2.0,1.0,3.0,539.0,,,Maribyrnong,-37.8152,144.8703,6,6543.0
6680,313,12012,2,0,760000.0,1,104,14,7.0,3013.0,3.0,1.0,1.0,472.0,,,Maribyrnong,-37.824,144.8805,6,6543.0
6681,313,6508,4,0,1200000.0,1,239,14,7.0,3013.0,4.0,2.0,2.0,417.0,157.0,1900.0,Maribyrnong,-37.8197,144.8969,6,6543.0
6682,313,10716,3,0,1005000.0,1,222,14,7.0,3013.0,3.0,1.0,1.0,438.0,115.0,1960.0,Maribyrnong,-37.8177,144.8711,6,6543.0
6683,313,6461,3,0,600000.0,4,260,14,7.0,3013.0,4.0,1.0,1.0,0.0,,,Maribyrnong,-37.8222,144.8956,6,6543.0
6684,313,1273,1,2,381000.0,1,222,17,7.0,3013.0,1.0,1.0,1.0,0.0,,,Maribyrnong,-37.8184,144.8904,6,6543.0
6685,313,2510,4,0,1150000.0,1,260,17,7.0,3013.0,4.0,2.0,2.0,482.0,,,Maribyrnong,-37.815,144.8968,6,6543.0
6686,313,2649,3,0,1020000.0,0,104,18,7.0,3013.0,3.0,1.0,1.0,248.0,,,Maribyrnong,-37.8157,144.8925,6,6543.0
6687,313,10569,3,0,1250000.0,4,239,18,7.0,3013.0,3.0,2.0,1.0,249.0,,,Maribyrnong,-37.8099,144.8859,6,6543.0
6688,313,11809,4,0,1340000.0,4,239,18,7.0,3013.0,4.0,2.0,0.0,297.0,175.0,1900.0,Maribyrnong,-37.8108,144.888,6,6543.0
6689,313,10385,3,0,865000.0,3,104,19,7.0,3013.0,3.0,1.0,1.0,189.0,87.0,1930.0,Maribyrnong,-37.8159,144.8795,6,6543.0
6690,313,7935,3,0,781500.0,1,104,19,7.0,3013.0,2.0,1.0,2.0,341.0,132.0,1950.0,Maribyrnong,-37.8224,144.8818,6,6543.0
6691,313,2987,4,0,1401000.0,1,239,21,7.0,3013.0,4.0,1.0,1.0,306.0,133.0,1910.0,Maribyrnong,-37.8102,144.8885,6,6543.0
6692,313,4701,2,0,630000.0,1,104,21,7.0,3013.0,2.0,2.0,2.0,168.0,121.0,2000.0,Maribyrnong,-37.8225,144.8814,6,6543.0
6693,313,2206,5,0,1137500.0,1,260,24,7.0,3013.0,2.0,3.0,4.0,446.0,244.0,1950.0,Maribyrnong,-37.8146,144.8692,6,6543.0
6694,313,4028,4,0,925000.0,1,260,26,7.0,3013.0,4.0,1.0,1.0,288.0,,,Maribyrnong,-37.8202,144.88299999999995,6,6543.0
6695,313,3683,3,0,745000.0,1,260,27,7.0,3013.0,2.0,1.0,1.0,325.0,,,Maribyrnong,-37.8195,144.8973,6,6543.0
6696,313,4198,4,0,1158000.0,1,104,27,7.0,3013.0,4.0,1.0,3.0,411.0,96.0,1910.0,Maribyrnong,-37.8117,144.8873,6,6543.0
6697,313,10339,3,0,867000.0,1,192,27,7.0,3013.0,3.0,1.0,1.0,195.0,,,Maribyrnong,-37.8198,144.8904,6,6543.0
6698,313,13077,3,0,955000.0,1,239,30,7.0,3013.0,3.0,2.0,2.0,206.0,173.0,2006.0,Maribyrnong,-37.8127,144.8965,6,6543.0
6699,313,6732,3,0,1081000.0,3,239,30,7.0,3013.0,3.0,1.0,1.0,448.0,104.0,1940.0,Maribyrnong,-37.8171,144.8753,6,6543.0
6700,313,9419,3,0,725000.0,1,222,30,7.0,3013.0,3.0,1.0,5.0,558.0,128.0,1940.0,Maribyrnong,-37.8119,144.868,6,6543.0
6701,313,9270,2,0,767000.0,1,104,31,7.0,3013.0,2.0,1.0,0.0,128.0,80.0,1920.0,Maribyrnong,-37.8179,144.8908,6,6543.0
6702,313,9197,2,0,951000.0,1,222,31,7.0,3013.0,2.0,1.0,3.0,486.0,,,Maribyrnong,-37.8214,144.8796,6,6543.0
6703,313,2602,4,0,1028000.0,1,239,31,7.0,3013.0,4.0,2.0,2.0,431.0,,,Maribyrnong,-37.8186,144.8764,6,6543.0
6704,313,1733,2,0,740000.0,1,239,31,7.0,3013.0,2.0,1.0,0.0,261.0,,,Maribyrnong,-37.8209,144.8896,6,6543.0
6705,313,5027,3,0,1450000.0,1,239,31,7.0,3013.0,3.0,2.0,2.0,542.0,211.0,2016.0,Maribyrnong,-37.811,144.8844,6,6543.0
6706,313,5670,3,0,1430000.0,3,239,31,7.0,3013.0,3.0,3.0,2.0,386.0,172.0,1940.0,Maribyrnong,-37.816,144.8936,6,6543.0
6707,313,8265,3,0,1275000.0,3,239,31,7.0,3013.0,3.0,1.0,2.0,229.0,128.0,1910.0,Maribyrnong,-37.8172,144.8919,6,6543.0
6708,313,2103,4,0,1606000.0,3,104,32,7.0,3013.0,4.0,2.0,3.0,455.0,178.0,1890.0,Maribyrnong,-37.8177,144.8839,6,6543.0
6709,313,12140,4,0,970000.0,0,239,35,7.0,3013.0,3.0,1.0,2.0,664.0,,1960.0,Maribyrnong,-37.8172,144.8676,6,6543.0
6710,313,8222,2,0,780000.0,1,99,35,7.0,3013.0,2.0,1.0,1.0,435.0,114.0,1950.0,Maribyrnong,-37.8223,144.8779,6,6543.0
6711,313,12201,3,0,670000.0,0,23,35,7.0,3013.0,3.0,1.0,1.0,463.0,119.0,1950.0,Maribyrnong,-37.8137,144.8636,6,6543.0
6712,313,9542,3,0,908000.0,1,260,35,7.0,3013.0,3.0,2.0,0.0,105.0,,1900.0,Maribyrnong,-37.8191,144.8909,6,6543.0
6713,313,5628,3,0,1380000.0,1,239,36,7.0,3013.0,3.0,2.0,2.0,235.0,144.0,1910.0,Maribyrnong,-37.815,144.8928,6,6543.0
6714,313,9884,3,0,966000.0,1,102,36,7.0,3013.0,3.0,2.0,2.0,456.0,,1970.0,Maribyrnong,-37.823,144.8768,6,6543.0
6715,313,7255,2,2,480500.0,3,104,36,7.0,3013.0,2.0,1.0,1.0,0.0,65.0,1970.0,Maribyrnong,-37.8182,144.8846,6,6543.0
6716,313,8595,4,0,1520000.0,4,104,36,7.0,3013.0,4.0,2.0,0.0,261.0,160.0,1910.0,Maribyrnong,-37.8123,144.8888,6,6543.0
6717,313,3759,3,0,845000.0,1,104,36,7.0,3013.0,3.0,1.0,2.0,494.0,,,Maribyrnong,-37.8234,144.8742,6,6543.0
6718,313,1087,5,0,1287000.0,1,260,36,7.0,3013.0,5.0,2.0,2.0,488.0,213.0,1930.0,Maribyrnong,-37.8131,144.8778,6,6543.0
6719,313,8430,3,0,980000.0,1,104,38,7.0,3013.0,3.0,1.0,2.0,463.0,,,Maribyrnong,-37.8185,144.8812,6,6543.0
6720,313,3294,3,1,800000.0,4,104,38,7.0,3013.0,3.0,2.0,1.0,169.0,150.0,2007.0,Maribyrnong,-37.8122,144.8965,6,6543.0
6721,313,7405,3,0,1460000.0,3,239,38,7.0,3013.0,3.0,1.0,2.0,463.0,119.0,1900.0,Maribyrnong,-37.8172,144.8924,6,6543.0
6722,313,11729,3,0,840000.0,1,239,39,7.0,3013.0,4.0,1.0,1.0,470.0,127.0,1970.0,Maribyrnong,-37.822,144.8904,6,6543.0
6723,313,9522,3,0,900500.0,1,239,39,7.0,3013.0,2.0,1.0,1.0,208.0,100.0,1970.0,Maribyrnong,-37.8145,144.8804,6,6543.0
6724,313,2682,2,0,850000.0,1,46,39,7.0,3013.0,2.0,1.0,1.0,201.0,,,Maribyrnong,-37.8196,144.8836,6,6543.0
6725,313,11113,3,0,940000.0,1,239,39,7.0,3013.0,3.0,2.0,2.0,171.0,146.0,2007.0,Maribyrnong,-37.8124,144.8957,6,6543.0
6726,1,4519,1,2,380000.0,1,155,45,9.1,3040.0,1.0,1.0,1.0,0.0,39.0,1990.0,Moonee Valley,-37.7561,144.9028,6,1543.0
6727,1,8996,4,0,1646000.0,1,204,48,9.1,3040.0,4.0,3.0,2.0,757.0,157.0,1950.0,Moonee Valley,-37.7606,144.8909,6,1543.0
6728,1,11177,2,2,442000.0,1,155,52,9.1,3040.0,2.0,1.0,1.0,0.0,,,Moonee Valley,-37.7589,144.89700000000005,6,1543.0
6729,1,12574,2,2,470000.0,1,28,52,9.1,3040.0,2.0,1.0,1.0,976.0,71.0,2000.0,Moonee Valley,-37.7557,144.9037,6,1543.0
6730,1,6217,3,0,760000.0,3,139,53,9.1,3040.0,3.0,1.0,1.0,321.0,,1940.0,Moonee Valley,-37.757,144.89600000000004,6,1543.0
6731,1,5288,4,0,1346000.0,1,155,56,9.1,3040.0,2.0,2.0,2.0,559.0,204.0,1995.0,Moonee Valley,-37.7614,144.8925,6,1543.0
6732,1,6043,2,0,1300000.0,1,204,56,9.1,3040.0,3.0,1.0,5.0,528.0,,,Moonee Valley,-37.7617,144.8987,6,1543.0
6733,1,4638,3,1,935000.0,3,155,1,9.1,3040.0,3.0,2.0,2.0,217.0,149.0,2005.0,Moonee Valley,-37.7591,144.8923,6,1543.0
6734,1,2167,4,0,3900000.0,1,155,2,9.1,3040.0,4.0,4.0,4.0,670.0,375.0,2010.0,Moonee Valley,-37.7637,144.8931,6,1543.0
6735,1,7254,3,2,1160000.0,1,155,3,9.1,3040.0,3.0,2.0,1.0,309.0,,2007.0,Moonee Valley,-37.7642,144.895,6,1543.0
6736,1,4232,4,0,1150000.0,0,155,3,9.1,3040.0,4.0,2.0,2.0,578.0,35.0,2010.0,Moonee Valley,-37.7614,144.8953,6,1543.0
6737,1,9774,1,0,1720000.0,0,155,12,9.1,3040.0,3.0,2.0,1.0,676.0,136.0,1965.0,Moonee Valley,-37.7632,144.898,6,1543.0
6738,1,5939,2,0,1705000.0,1,155,12,9.1,3040.0,2.0,1.0,2.0,809.0,131.0,1980.0,Moonee Valley,-37.7587,144.9015,6,1543.0
6739,1,8447,3,0,1190000.0,1,16,17,9.1,3040.0,3.0,1.0,1.0,465.0,115.0,1950.0,Moonee Valley,-37.7626,144.8954,6,1543.0
6740,1,4887,2,2,380000.0,4,28,18,9.1,3040.0,2.0,1.0,1.0,622.0,,1970.0,Moonee Valley,-37.7557,144.8966,6,1543.0
6741,1,10701,2,0,840000.0,4,28,18,9.1,3040.0,2.0,1.0,1.0,373.0,,,Moonee Valley,-37.7604,144.9062,6,1543.0
6742,1,6478,5,0,1740000.0,1,155,19,9.1,3040.0,3.0,3.0,2.0,839.0,247.0,1925.0,Moonee Valley,-37.759,144.9015,6,1543.0
6743,1,8983,3,0,1860000.0,1,204,21,9.1,3040.0,3.0,2.0,2.0,311.0,,,Moonee Valley,-37.7603,144.8921,6,1543.0
6744,1,2648,3,0,1195000.0,1,155,21,9.1,3040.0,3.0,2.0,2.0,496.0,,,Moonee Valley,-37.7559,144.8991,6,1543.0
6745,1,4232,4,0,1200000.0,4,155,21,9.1,3040.0,4.0,2.0,2.0,578.0,35.0,2010.0,Moonee Valley,-37.7614,144.8953,6,1543.0
6746,1,47,3,2,726000.0,1,16,30,9.1,3040.0,3.0,1.0,1.0,229.0,111.0,1996.0,Moonee Valley,-37.7606,144.8973,6,1543.0
6747,1,13352,4,0,1325000.0,0,245,31,9.1,3040.0,4.0,2.0,2.0,674.0,,,Moonee Valley,-37.7617,144.8956,6,1543.0
6748,1,1557,3,1,1300000.0,3,16,31,9.1,3040.0,3.0,3.0,1.0,593.0,205.0,2016.0,Moonee Valley,-37.7584,144.8968,6,1543.0
6749,1,10113,2,2,373000.0,1,16,36,9.1,3040.0,2.0,1.0,1.0,0.0,,,Moonee Valley,-37.7553,144.8996,6,1543.0
6750,1,843,2,0,670000.0,3,76,36,9.1,3040.0,2.0,1.0,2.0,0.0,103.0,1990.0,Moonee Valley,-37.76,144.9002,6,1543.0
6751,1,2228,5,0,2400000.0,1,16,38,9.1,3040.0,3.0,2.0,2.0,1315.0,,,Moonee Valley,-37.7548,144.8915,6,1543.0
6752,1,9571,4,0,1350000.0,1,155,38,9.1,3040.0,3.0,2.0,2.0,1076.0,180.0,1960.0,Moonee Valley,-37.7609,144.8905,6,1543.0
6753,28,5009,3,0,773000.0,1,155,51,9.5,3081.0,3.0,1.0,2.0,626.0,93.0,1955.0,Banyule,-37.752,145.0367,0,790.0
6754,28,9031,3,0,885000.0,1,155,7,9.5,3081.0,3.0,1.0,1.0,666.0,,,Banyule,-37.7509,145.0423,0,790.0
6755,28,12367,3,0,770000.0,1,92,13,9.5,3081.0,3.0,1.0,4.0,762.0,,1960.0,Banyule,-37.7529,145.0406,0,790.0
6756,28,8023,2,0,855000.0,1,16,18,9.5,3081.0,2.0,1.0,0.0,693.0,,,Banyule,-37.7534,145.0454,0,790.0
6757,28,7457,3,0,645000.0,3,155,24,9.5,3081.0,3.0,1.0,2.0,631.0,109.0,1950.0,Banyule,-37.7506,145.043,0,790.0
6758,28,4512,3,0,720000.0,3,140,31,9.5,3081.0,3.0,2.0,1.0,231.0,145.0,2012.0,Banyule,-37.7527,145.0392,0,790.0
6759,28,2204,3,0,625000.0,0,155,38,9.5,3081.0,3.0,1.0,2.0,609.0,93.0,1950.0,Banyule,-37.7504,145.0335,0,790.0
6760,28,8196,3,2,828000.0,1,16,46,9.5,3081.0,3.0,1.0,0.0,641.0,,,Banyule,-37.7518,145.0457,0,790.0
6761,28,8205,3,2,676000.0,1,16,46,9.5,3081.0,3.0,1.0,0.0,605.0,,,Banyule,-37.7516,145.0457,0,790.0
6762,47,996,3,0,1310000.0,1,155,45,4.5,3057.0,3.0,1.0,2.0,456.0,144.0,1950.0,Moreland,-37.7638,144.9804,2,5533.0
6763,47,159,4,0,856000.0,1,91,45,4.5,3057.0,4.0,2.0,2.0,136.0,151.0,1997.0,Moreland,-37.7601,144.9805,2,5533.0
6764,47,4484,2,0,580000.0,1,155,48,4.5,3057.0,2.0,1.0,1.0,0.0,65.0,1975.0,Moreland,-37.7668,144.9765,2,5533.0
6765,47,3335,2,2,675000.0,1,155,48,4.5,3057.0,2.0,2.0,1.0,0.0,,,Moreland,-37.7753,144.9725,2,5533.0
6766,47,12827,3,0,1350000.0,3,106,48,4.5,3057.0,3.0,1.0,2.0,407.0,,,Moreland,-37.7663,144.9795,2,5533.0
6767,47,10885,3,1,940000.0,1,155,48,4.5,3057.0,3.0,1.0,2.0,213.0,116.0,1995.0,Moreland,-37.7643,144.9808,2,5533.0
6768,47,6086,3,0,930000.0,0,155,48,4.5,3057.0,3.0,2.0,2.0,138.0,,,Moreland,-37.7658,144.9823,2,5533.0
6769,47,5382,3,0,1495000.0,1,155,48,4.5,3057.0,3.0,1.0,1.0,259.0,130.0,1920.0,Moreland,-37.7762,144.9755,2,5533.0
6770,47,10560,4,0,1550000.0,1,255,49,4.5,3057.0,4.0,2.0,2.0,470.0,191.0,1940.0,Moreland,-37.7735,144.9833,2,5533.0
6771,47,13257,4,0,1815000.0,1,155,51,4.5,3057.0,4.0,1.0,1.0,233.0,204.0,1890.0,Moreland,-37.7776,144.9727,2,5533.0
6772,47,12988,4,0,1625000.0,1,155,52,4.5,3057.0,4.0,2.0,2.0,822.0,145.0,1890.0,Moreland,-37.7749,144.9762,2,5533.0
6773,47,5311,3,1,899000.0,3,106,52,4.5,3057.0,3.0,2.0,1.0,116.0,124.0,2007.0,Moreland,-37.7667,144.9821,2,5533.0
6774,47,5141,2,2,435000.0,1,106,56,4.5,3057.0,2.0,1.0,1.0,197.0,55.0,2012.0,Moreland,-37.7717,144.9719,2,5533.0
6775,47,12597,2,2,570000.0,0,106,56,4.5,3057.0,2.0,2.0,1.0,0.0,,,Moreland,-37.7656,144.9726,2,5533.0
6776,47,13331,4,0,1900000.0,1,106,1,4.5,3057.0,4.0,2.0,1.0,227.0,,,Moreland,-37.7776,144.9726,2,5533.0
6777,47,3626,2,0,1080000.0,1,85,1,4.5,3057.0,2.0,1.0,0.0,193.0,101.0,1890.0,Moreland,-37.7765,144.9751,2,5533.0
6778,47,2115,4,0,1280000.0,1,155,2,4.5,3057.0,4.0,2.0,0.0,161.0,,,Moreland,-37.7772,144.9723,2,5533.0
6779,47,8843,2,2,656000.0,1,49,2,4.5,3057.0,2.0,1.0,1.0,0.0,79.0,1960.0,Moreland,-37.7786,144.9753,2,5533.0
6780,47,7485,2,2,570000.0,0,155,3,4.5,3057.0,2.0,1.0,2.0,1188.0,,2012.0,Moreland,-37.7769,144.9706,2,5533.0
6781,47,3713,4,0,1290000.0,1,106,4,4.5,3057.0,4.0,2.0,2.0,468.0,,,Moreland,-37.7724,144.9829,2,5533.0
6782,47,5158,3,0,1170000.0,1,155,12,4.5,3057.0,3.0,2.0,0.0,185.0,,1998.0,Moreland,-37.7755,144.9744,2,5533.0
6783,47,5581,1,2,370000.0,4,155,12,4.5,3057.0,1.0,1.0,1.0,0.0,,,Moreland,-37.765,144.9731,2,5533.0
6784,47,4434,2,2,510000.0,1,155,13,4.5,3057.0,2.0,1.0,1.0,0.0,,,Moreland,-37.7671,144.9746,2,5533.0
6785,47,12888,3,0,1574000.0,1,255,13,4.5,3057.0,3.0,3.0,2.0,336.0,207.0,2007.0,Moreland,-37.7664,144.9797,2,5533.0
6786,47,7152,2,2,665000.0,1,49,14,4.5,3057.0,2.0,1.0,1.0,0.0,96.0,1940.0,Moreland,-37.7786,144.9753,2,5533.0
6787,47,11348,2,2,590000.0,4,117,17,4.5,3057.0,2.0,2.0,1.0,0.0,71.0,2014.0,Moreland,-37.7753,144.9725,2,5533.0
6788,47,1014,2,0,1024000.0,1,155,17,4.5,3057.0,2.0,1.0,1.0,148.0,,,Moreland,-37.7721,144.9724,2,5533.0
6789,47,3844,3,0,1125000.0,1,49,18,4.5,3057.0,3.0,1.0,2.0,369.0,,,Moreland,-37.7727,144.9736,2,5533.0
6790,47,11952,2,2,390000.0,0,178,18,4.5,3057.0,2.0,1.0,1.0,0.0,,1970.0,Moreland,-37.7689,144.97799999999995,2,5533.0
6791,47,4108,3,1,800000.0,4,155,19,4.5,3057.0,3.0,3.0,2.0,0.0,,,Moreland,-37.7788,144.9776,2,5533.0
6792,47,9101,3,0,1679000.0,1,155,21,4.5,3057.0,3.0,2.0,0.0,326.0,118.0,1920.0,Moreland,-37.7776,144.9751,2,5533.0
6793,47,4663,3,1,1050000.0,0,106,21,4.5,3057.0,3.0,3.0,2.0,87.0,151.0,1998.0,Moreland,-37.7739,144.975,2,5533.0
6794,47,2919,2,0,957000.0,1,155,24,4.5,3057.0,2.0,1.0,1.0,148.0,,,Moreland,-37.7722,144.9751,2,5533.0
6795,47,3327,3,0,825000.0,0,155,24,4.5,3057.0,3.0,1.0,1.0,213.0,116.0,1920.0,Moreland,-37.7729,144.9724,2,5533.0
6796,47,2628,3,0,998000.0,1,155,27,4.5,3057.0,3.0,1.0,2.0,104.0,118.0,2000.0,Moreland,-37.7723,144.9761,2,5533.0
6797,47,243,3,1,1010000.0,1,155,27,4.5,3057.0,3.0,2.0,1.0,0.0,133.0,2014.0,Moreland,-37.774,144.9731,2,5533.0
6798,47,9891,3,0,910000.0,1,106,30,4.5,3057.0,2.0,1.0,1.0,231.0,,1900.0,Moreland,-37.7759,144.976,2,5533.0
6799,47,3103,3,0,1050000.0,1,155,35,4.5,3057.0,3.0,1.0,1.0,279.0,122.0,1900.0,Moreland,-37.7729,144.9722,2,5533.0
6800,47,7579,2,2,445000.0,1,106,35,4.5,3057.0,2.0,1.0,1.0,0.0,,,Moreland,-37.7685,144.9724,2,5533.0
6801,47,10528,2,0,970000.0,1,155,35,4.5,3057.0,1.0,1.0,1.0,213.0,,,Moreland,-37.7689,144.9788,2,5533.0
6802,47,3997,3,0,1600000.0,1,106,36,4.5,3057.0,3.0,1.0,2.0,812.0,113.0,1920.0,Moreland,-37.7673,144.9782,2,5533.0
6803,47,2078,3,0,1325000.0,0,106,36,4.5,3057.0,3.0,2.0,2.0,190.0,135.0,1940.0,Moreland,-37.7684,144.9739,2,5533.0
6804,47,1345,2,2,480000.0,0,106,38,4.5,3057.0,2.0,2.0,1.0,0.0,,,Moreland,-37.7679,144.9725,2,5533.0
6805,47,3794,2,2,400000.0,3,106,38,4.5,3057.0,2.0,1.0,1.0,0.0,,,Moreland,-37.765,144.9731,2,5533.0
6806,47,6449,3,2,570000.0,1,260,38,4.5,3057.0,2.0,1.0,1.0,0.0,,,Moreland,-37.7603,144.9795,2,5533.0
6807,47,6977,2,1,771000.0,3,155,38,4.5,3057.0,2.0,2.0,2.0,0.0,,,Moreland,-37.7736,144.9725,2,5533.0
6808,47,5489,3,0,1335000.0,1,106,46,4.5,3057.0,3.0,1.0,2.0,308.0,113.0,1930.0,Moreland,-37.7713,144.9744,2,5533.0
6809,47,11870,2,2,420000.0,0,106,46,4.5,3057.0,2.0,1.0,1.0,0.0,,,Moreland,-37.7732,144.9716,2,5533.0
6810,47,6915,3,1,805000.0,1,255,46,4.5,3057.0,2.0,1.0,1.0,0.0,114.0,2003.0,Moreland,-37.7789,144.9739,2,5533.0
6811,47,5392,3,1,892000.0,1,260,46,4.5,3057.0,3.0,2.0,1.0,0.0,,1995.0,Moreland,-37.7655,144.9816,2,5533.0
6812,52,11211,2,0,1005000.0,3,23,45,3.5,3121.0,2.0,1.0,0.0,0.0,,,Yarra,-37.8301,145.0103,2,438.0
6813,52,1933,2,0,1231010.0,3,106,2,3.5,3121.0,2.0,1.0,2.0,225.0,119.0,1910.0,Yarra,-37.8285,145.0125,2,438.0
6814,52,13227,2,0,881000.0,3,106,13,3.5,3121.0,2.0,1.0,1.0,172.0,94.0,1900.0,Yarra,-37.8283,145.012,2,438.0
6815,52,2852,2,0,1202500.0,1,106,30,3.5,3121.0,2.0,1.0,1.0,149.0,77.0,1900.0,Yarra,-37.8287,145.0089,2,438.0
6816,52,3097,3,0,1435000.0,1,106,31,3.5,3121.0,3.0,1.0,0.0,182.0,102.0,1890.0,Yarra,-37.8289,145.0089,2,438.0
6817,59,1438,3,0,368000.0,3,100,45,14.5,3061.0,3.0,1.0,2.0,600.0,,,Hume,-37.6783,144.9672,2,1889.0
6818,59,11741,3,0,455000.0,1,257,45,14.5,3061.0,3.0,1.0,1.0,766.0,,,Hume,-37.6804,144.9664,2,1889.0
6819,61,9546,3,2,735000.0,3,255,45,1.8,3053.0,3.0,1.0,2.0,3455.0,,,Melbourne,-37.8042,144.9691,2,6786.0
